user_id,age,province,device_imei,ip_address,registration_date,kyc_status,profile_type,account_age_days,transaction_volume_7d,device_change_count,ip_change_count,registered_location,gps_location_last_login,location_mismatch_flag,transaction_id,transaction_amount,transaction_time,transaction_type,static_risk_score,kyc_upgrade_trigger,document_verified,kyc_updated_at,dynamic_risk_score,total_risk_score,total_risk_tier,is_fraud
1550,62,49,115,793,314,0,1,401,83589.21,2,3,49,48,True,160,1552848.28,1073,2,4,2,False,329,4.208817,8.20881700515747,Medium,1
746,30,0,1648,1934,652,0,1,39,75545.78,1,1,0,3,True,1242,778464.44,154,0,8,2,False,329,12.380806,20.38080596923828,High,0
507,45,8,1859,671,621,0,1,72,126367.44,1,3,8,5,True,628,227017.86,1335,0,9,1,False,329,6.561837,15.561837196350098,High,0
1323,48,30,1002,641,411,1,0,297,109183.15,4,2,30,10,True,1609,1643737.93,926,1,1,2,True,210,9.750984,10.750984191894531,High,1
1107,36,11,276,1232,358,1,0,353,176071.99,0,3,11,38,True,443,756037.38,1596,2,9,1,True,102,5.1000743,14.100074291229248,High,0
851,30,3,46,1712,590,1,0,104,153438.97,3,2,3,26,True,465,447269.32,692,1,9,2,True,261,4.378695,13.378695011138916,High,0
1274,64,48,1239,11,259,0,1,460,198592.96,0,4,48,21,True,1866,1991663.17,659,1,5,1,False,329,2.6331937,7.633193731307983,Medium,1
1645,28,18,770,1147,646,1,0,45,178052.76,1,1,18,31,True,713,776597.94,1782,1,4,1,True,302,4.3044806,8.30448055267334,Medium,0
1065,50,3,530,1474,329,0,1,386,54191.53,0,0,3,10,True,966,1899604.85,1984,0,8,0,False,329,6.210114,14.210114002227783,High,1
585,47,35,1486,543,94,0,1,634,5273.39,1,2,35,27,True,306,786039.6,80,2,0,2,False,329,4.5928946,4.592894554138184,Low,0
337,58,36,1028,372,362,0,1,348,11275.1,5,3,36,2,True,88,502959.73,612,0,3,2,False,329,6.2623463,9.262346267700195,Medium,0
998,57,14,1062,724,464,0,1,240,22711.52,1,4,14,33,True,1813,1583656.5,172,0,6,2,False,329,5.370153,11.370152950286863,High,1
1414,31,30,1604,1416,134,0,1,591,27274.3,0,2,30,11,True,1735,1808326.97,905,0,5,1,False,329,4.0607367,9.060736656188965,Medium,1
1018,47,48,678,1361,284,1,0,434,189904.12,0,2,48,0,True,1434,91817.95,943,1,4,2,True,105,2.7061563,6.706156253814697,Medium,0
757,60,42,1375,25,64,0,1,665,25775.94,0,1,42,48,True,49,360216.54,648,0,2,1,False,329,4.3101897,6.310189723968506,Medium,0
839,49,22,738,329,368,0,1,342,8173.72,0,1,22,38,True,748,1097475.75,1016,0,8,0,False,329,4.0089564,12.00895643234253,High,1
526,31,33,916,602,228,0,1,494,18458.12,1,1,33,10,True,834,122249.81,644,1,3,2,False,329,3.1060467,6.106046676635742,Medium,0
262,32,25,1263,1005,548,1,0,151,47223.31,2,0,25,24,True,331,504948.64,1786,2,2,1,True,287,13.223908,15.22390842437744,High,0
1174,62,22,1149,648,94,0,1,634,79432.77,0,1,22,2,True,2,644226.12,442,2,5,0,False,329,2.5250962,7.52509617805481,Medium,0
932,34,37,1296,1553,290,0,1,427,71020.86,1,4,37,20,True,1053,567623.43,360,1,3,0,False,329,5.343048,8.343048095703125,Medium,0
177,23,11,50,1047,677,0,1,12,20356.49,0,1,11,45,True,410,175866.46,1416,1,7,2,False,329,10.608869,17.60886859893799,High,0
1697,48,10,744,837,29,0,1,702,79571.12,3,1,10,33,True,1687,1436942.7,1014,2,7,1,False,329,5.529624,12.529623985290527,High,1
1274,61,32,1541,1521,179,1,0,544,39901.39,2,1,32,0,True,5,308809.99,1742,0,2,0,True,27,3.7937407,5.793740749359131,Medium,0
57,40,30,1351,379,354,0,1,358,136914.31,0,1,30,10,True,1714,946385.09,240,1,6,0,False,329,2.6275814,8.627581357955933,Medium,0
1615,22,1,6,1166,188,0,1,535,146173.5,1,0,1,8,True,1468,1443220.94,539,0,7,2,False,329,5.5260477,12.526047706604004,High,1
1303,47,42,155,386,655,0,1,36,126751.71,1,3,42,9,True,89,925413.3,1441,1,0,1,False,329,3.9337835,3.933783531188965,Low,0
443,50,3,1437,573,567,1,0,129,76778.24,2,0,3,42,True,1274,665698.29,296,2,7,1,True,311,8.0042305,15.004230499267578,High,0
1156,50,9,568,1821,507,1,0,195,157719.44,0,1,9,9,False,466,286341.66,1719,1,1,2,True,261,4.023206,5.023206233978272,Medium,0
381,50,41,435,381,92,0,1,636,75764.31,1,2,41,23,True,190,1444532.91,1940,1,2,0,False,329,2.8117347,4.811734676361084,Low,1
428,37,48,759,926,320,1,0,395,116678.36,1,2,48,3,True,288,201679.13,786,0,7,1,True,292,4.330785,11.330784797668455,High,0
769,25,49,2,616,126,1,0,599,74887.07,0,0,49,17,True,384,1680895.22,1815,2,6,0,True,172,4.6235924,10.623592376708984,High,1
688,63,19,1690,600,605,1,0,89,66429.28,0,2,19,8,True,1036,670460.96,1699,0,4,2,True,277,2.9445858,6.944585800170898,Medium,0
1759,42,34,1936,1212,203,0,1,520,96167.4,2,2,34,20,True,1803,1829700.32,886,0,5,0,False,329,2.4389217,7.438921689987183,Medium,1
1121,24,6,679,895,5,0,1,726,111461.07,2,1,6,47,True,958,1499945.94,1351,2,7,0,False,329,6.2283163,13.228316307067873,High,1
422,47,25,571,522,236,0,1,484,94413.39,1,3,25,6,True,1214,994074.2,1454,2,3,2,False,329,4.92396,7.923960208892822,Medium,0
1626,20,4,766,870,408,0,1,301,128799.91,1,1,4,47,True,247,54289.28,884,2,2,1,False,329,8.243078,10.243078231811523,High,0
1711,64,37,1888,583,7,1,0,724,111344.32,3,3,37,1,True,1358,586366.15,1871,1,6,1,True,280,2.4482358,8.448235750198364,Medium,0
448,38,12,1746,123,185,0,1,538,116608.31,2,1,12,44,True,504,726182.12,1117,2,3,2,False,329,2.7549484,5.754948377609253,Medium,0
263,47,8,1091,1829,493,1,0,209,43902.11,2,3,8,33,True,1535,45036.37,573,1,8,0,True,178,15.092228,23.092227935791016,High,0
1489,39,6,1252,74,454,1,0,250,105138.04,0,1,6,41,True,1144,235590.39,1386,0,5,2,True,248,6.2882013,11.288201332092283,High,0
1446,29,35,27,16,113,0,1,614,27377.13,3,1,35,49,True,994,1676230.12,107,0,9,0,False,329,7.1722665,16.172266483306885,High,1
623,60,30,1822,1286,289,0,1,428,154197.19,0,6,30,42,True,580,270089.05,45,0,9,1,False,329,3.269057,12.269057035446169,High,0
360,60,14,1376,654,128,1,0,597,30934.43,1,1,14,7,True,1869,991033.08,1094,2,7,2,True,16,17.97,24.96999931335449,High,0
1611,20,0,274,1090,106,0,1,622,193539.88,0,0,0,16,True,1368,183254.99,1999,2,0,2,False,329,2.8444285,2.844428539276123,Low,0
72,64,16,1454,437,225,1,0,497,151678.48,2,5,16,36,True,1141,88426.46,416,2,0,0,True,302,1.8704404,1.870440363883972,Low,0
642,24,49,416,494,415,0,1,293,59469.8,4,3,49,1,True,737,729458.03,1554,0,1,2,False,329,3.7719178,4.771917819976807,Low,0
603,43,0,1456,275,120,0,1,606,63058.07,2,3,0,34,True,285,1740210.74,29,1,6,2,False,329,3.8334947,9.833494663238524,Medium,1
755,56,11,1050,59,452,0,1,252,17708.68,0,2,11,20,True,895,1536570.0,1145,0,6,2,False,329,4.6914806,10.69148063659668,High,1
744,20,7,1074,1046,583,0,1,111,170564.36,2,1,7,46,True,880,768714.86,325,2,9,2,False,329,4.6243486,13.624348640441896,High,0
965,56,39,1207,412,153,1,0,571,93480.3,1,4,39,1,True,1918,93986.02,816,0,9,2,True,266,1.5529069,10.55290687084198,High,0
1300,23,14,719,1539,550,0,1,149,103652.07,1,1,14,10,True,825,1794882.55,1635,2,5,2,False,329,6.4956417,11.495641708374023,High,1
940,31,12,826,972,289,0,1,428,78233.95,0,1,12,7,True,1366,1724269.02,466,0,7,2,False,329,4.43335,11.433350086212158,High,1
191,51,22,249,848,389,0,1,320,51950.76,1,0,22,12,True,893,1366549.2,937,0,0,2,False,329,5.2422056,5.242205619812012,Medium,1
68,46,6,832,1965,43,0,1,688,132422.4,2,2,6,18,True,1085,1734601.67,1590,0,8,0,False,329,2.9015183,10.90151834487915,High,1
854,44,36,1281,1901,146,0,1,579,176174.15,1,1,36,4,True,1518,457327.46,1291,2,1,0,False,329,4.163996,5.16399621963501,Medium,0
1760,46,33,913,242,37,0,1,694,16819.64,0,1,33,47,True,373,1080016.76,1408,2,5,0,False,329,2.9611118,7.961111783981323,Medium,1
1072,49,18,1384,661,320,0,1,395,35899.46,2,2,18,16,True,715,1164382.7,598,0,5,1,False,329,5.489401,10.48940086364746,High,1
1287,31,14,1608,1595,105,1,0,623,149930.37,0,1,14,39,True,1428,1643043.74,238,2,2,0,True,248,4.958401,6.958401203155518,Medium,1
678,21,46,1394,1592,620,0,1,73,32724.76,2,0,46,37,True,747,460184.36,1432,2,2,0,False,329,4.371945,6.371944904327393,Medium,0
198,38,45,1615,750,593,1,0,101,192904.09,1,1,45,0,True,540,459986.22,726,0,2,2,True,256,3.4014556,5.401455640792847,Medium,0
1077,61,4,183,727,97,1,0,631,37105.1,4,1,4,40,True,521,1823680.89,634,1,2,0,True,232,9.477379,11.477378845214844,High,1
655,47,45,121,1253,579,0,1,116,86061.18,0,1,45,36,True,1760,651918.34,382,1,7,1,False,329,7.622551,14.622550964355469,High,0
751,34,16,998,1506,520,0,1,179,78498.71,1,4,16,38,True,367,1498348.36,179,0,0,2,False,329,7.5407147,7.540714740753174,Medium,1
633,49,47,951,1704,646,0,1,45,155160.95,1,2,47,15,True,485,157249.14,1963,1,6,0,False,329,3.5572555,9.557255506515505,Medium,0
1419,43,43,489,1763,72,1,0,656,40030.05,0,0,43,25,True,1909,248527.51,1985,2,5,0,True,12,4.8939066,9.893906593322754,Medium,0
116,29,19,1503,50,107,1,0,621,67890.04,1,4,19,12,True,344,328082.56,1466,1,1,1,True,238,4.305,5.304999828338623,Medium,0
316,62,20,824,1858,654,0,1,37,94036.52,2,0,20,29,True,487,1110771.57,1378,1,2,2,False,329,4.6492677,6.649267673492432,Medium,1
1707,58,1,1813,1475,309,0,1,406,44112.22,1,3,1,11,True,506,851044.12,1182,1,3,0,False,329,3.9869704,6.9869704246521,Medium,0
352,49,46,1861,147,408,0,1,301,79103.03,1,4,46,5,True,544,1245970.87,1900,0,0,0,False,329,5.804606,5.804605960845947,Medium,1
709,53,48,1480,33,176,0,1,547,47508.66,1,2,48,25,True,1373,810101.1,1658,1,7,2,False,329,3.9171154,10.917115449905396,High,0
641,19,36,1893,1269,275,0,1,444,62429.61,1,0,36,21,True,326,1546968.9,53,0,6,1,False,329,5.8630757,11.863075733184814,High,1
692,27,11,414,1355,426,0,1,281,103954.79,0,2,11,33,True,1925,1897171.85,925,0,5,2,False,329,2.3799198,7.379919767379761,Medium,1
645,54,22,1739,1581,554,0,1,144,156358.07,1,3,22,36,True,1147,114268.0,1479,2,4,0,False,329,4.9820094,8.982009410858154,Medium,0
1257,52,10,1525,1573,658,0,1,32,101446.96,0,3,10,22,True,1439,646329.0,712,0,8,1,False,329,3.3062692,11.30626916885376,High,0
1485,64,8,75,338,236,0,1,484,106449.0,0,0,8,46,True,859,1879645.6,1276,2,7,2,False,329,4.0155945,11.015594482421877,High,1
1676,25,16,1479,734,126,0,1,599,192669.37,0,3,16,41,True,61,1235732.7,1788,2,7,1,False,329,4.9224224,11.922422409057615,High,1
890,63,20,1550,1357,477,0,1,226,188175.07,2,1,20,7,True,1109,636291.3,631,0,8,2,False,329,6.088324,14.088324069976808,High,0
760,30,25,1625,1587,96,0,1,632,153038.17,2,3,25,11,True,522,1298184.41,1615,0,0,0,False,329,3.0901983,3.090198278427124,Low,1
966,32,21,1346,1234,631,0,1,62,89738.72,0,1,21,41,True,1891,1174164.71,747,1,9,0,False,329,1.7937275,10.79372751712799,High,1
1248,43,48,74,574,477,1,0,226,182847.3,1,1,48,40,True,1483,953443.28,347,2,6,0,True,222,6.4511313,12.451131343841553,High,0
1331,62,3,239,949,429,0,1,277,179342.86,0,3,3,7,True,1710,703310.21,308,1,3,0,False,329,5.734344,8.734344005584717,Medium,0
711,46,43,1926,1940,96,0,1,632,62261.54,2,1,43,15,True,1681,1362267.6,1686,1,6,1,False,329,2.762984,8.762984037399292,Medium,1
720,59,21,1946,1568,148,1,0,577,84905.49,0,3,21,48,True,1365,1203263.48,797,1,4,2,True,21,6.0056877,10.005687713623049,High,1
930,32,45,804,1008,290,0,1,427,167972.26,1,2,45,0,True,985,1702363.4,799,2,9,0,False,329,2.5184758,11.518475770950316,High,1
1004,53,40,1863,1034,272,0,1,447,30596.76,0,3,40,22,True,156,1283978.8,1462,2,9,0,False,329,3.2113514,12.21135139465332,High,1
221,42,44,1098,1299,308,0,1,407,80863.75,1,2,44,9,True,999,1206478.5,1644,1,9,2,False,329,9.986601,18.98660087585449,High,1
1017,53,40,1089,246,28,1,0,703,38373.46,0,1,40,14,True,829,884875.63,1108,1,4,1,True,23,4.20986,8.209859848022461,Medium,0
1497,25,32,1438,1405,642,0,1,49,146130.1,1,2,32,17,True,598,1509700.16,1646,2,9,0,False,329,3.3509374,12.350937366485596,High,1
133,33,15,661,180,522,0,1,177,196247.27,1,0,15,28,True,409,304916.79,285,0,3,2,False,329,9.348654,12.34865379333496,High,0
63,38,30,1386,979,446,0,1,258,157580.4,2,1,30,40,True,1422,454791.86,870,0,1,2,False,329,3.343235,4.343235015869141,Low,0
576,44,35,1693,350,55,0,1,674,165057.22,0,2,35,28,True,1367,993977.27,67,1,4,0,False,329,2.405811,6.405811071395874,Medium,0
817,64,18,972,1133,297,0,1,418,125590.01,1,1,18,20,True,639,609427.81,1074,0,4,0,False,329,4.486181,8.486180782318115,Medium,0
1416,19,1,1740,1215,570,1,0,125,114608.29,2,2,1,4,True,637,1529643.12,851,0,3,1,True,249,4.7000704,7.700070381164551,Medium,1
1424,42,9,1914,1324,365,0,1,345,95646.8,1,0,9,32,True,1068,1931647.74,700,0,3,2,False,329,3.737178,6.737178087234497,Medium,1
1189,23,13,1146,1265,617,0,1,76,120510.63,0,2,13,28,True,798,116421.77,1905,2,1,1,False,329,3.1996772,4.199677228927612,Low,0
1032,32,36,1492,1221,7,0,1,724,28449.87,0,1,36,47,True,219,1383266.95,380,0,3,1,False,329,4.0720353,7.072035312652588,Medium,1
1137,34,25,1646,1135,606,0,1,88,34750.52,3,2,25,35,True,1083,828318.09,624,1,6,2,False,329,4.340237,10.340237140655518,High,0
733,19,17,604,695,672,0,1,18,158067.55,2,3,17,33,True,1187,1603094.07,1727,0,3,1,False,329,4.9312906,7.931290626525879,Medium,1
925,28,11,1312,319,569,1,0,126,19616.52,1,2,11,32,True,1489,1228201.21,1623,0,5,2,True,249,5.629495,10.62949514389038,High,1
546,58,44,1552,1407,357,0,1,354,188566.23,1,2,44,26,True,1582,923008.78,96,2,6,1,False,329,6.713658,12.713657855987549,High,0
1396,25,15,1484,1436,134,1,0,591,90123.93,1,2,15,49,True,1716,169675.55,1342,2,0,1,True,179,6.9037466,6.903746604919434,Medium,0
1547,41,48,1982,999,532,0,1,167,77519.05,4,2,48,42,True,1040,530166.35,1583,1,0,2,False,329,8.531192,8.5311918258667,Medium,0
482,19,49,1725,1976,570,0,1,125,13850.86,3,0,49,11,True,1796,1203802.99,1891,0,1,0,False,329,4.044778,5.044777870178223,Medium,1
1533,26,13,1472,348,522,0,1,177,87881.0,2,0,13,34,True,1956,992146.07,1764,0,7,1,False,329,2.6796227,9.679622650146484,Medium,0
1069,56,18,742,1861,350,1,0,362,50448.2,1,4,18,1,True,991,1506399.35,1572,0,5,2,True,242,4.380973,9.380972862243652,Medium,1
702,19,21,614,1828,513,1,0,187,163557.07,0,4,21,8,True,562,1223919.82,512,1,2,2,True,193,6.7837844,8.78378438949585,Medium,1
1184,61,6,541,1359,488,0,1,215,92311.49,0,3,6,42,True,1205,1759644.99,636,1,8,2,False,329,4.3570085,12.357008457183838,High,1
792,63,41,784,1978,113,0,1,614,71076.91,2,1,41,34,True,1215,22162.13,181,0,1,2,False,329,5.7799044,6.779904365539551,Medium,0
534,33,29,979,1974,377,0,1,332,175330.15,1,4,29,9,True,237,3859.58,1195,2,4,0,False,329,4.7765846,8.77658462524414,Medium,0
1179,62,46,1404,887,651,0,1,40,96194.58,1,3,46,33,True,1896,1198777.99,1613,2,2,1,False,329,2.5511134,4.5511133670806885,Low,1
1202,36,49,765,907,22,0,1,709,156979.4,2,1,49,16,True,632,1471037.66,1356,0,1,2,False,329,3.2737412,4.273741245269775,Low,1
574,45,31,268,270,662,1,0,28,186622.67,1,2,31,4,True,1541,1679620.59,1007,2,6,0,True,317,4.617069,10.617068767547607,High,1
1131,27,38,1592,1251,91,0,1,637,4838.35,1,3,38,29,True,1907,1745473.23,1186,0,4,2,False,329,3.356361,7.356360912322998,Medium,1
1789,22,32,1068,1153,568,0,1,127,9968.41,3,0,32,28,True,1191,1220489.28,694,0,3,2,False,329,8.786944,11.786944389343262,High,1
1395,47,1,1277,759,186,0,1,537,7257.52,0,3,1,15,True,1683,899534.71,1869,0,5,2,False,329,3.155593,8.155592918395996,Medium,0
1070,60,32,1287,43,551,1,0,147,27849.07,1,2,32,16,True,151,256063.62,794,2,4,0,True,303,6.041758,10.041758060455322,High,0
1265,54,14,1434,539,378,0,1,331,130834.92,0,4,14,30,True,769,44168.12,1163,0,3,0,False,329,4.756254,7.756254196166992,Medium,0
125,50,47,596,1606,662,0,1,28,172027.94,1,2,47,13,True,451,1693852.76,278,1,4,0,False,329,7.2247653,11.224765300750732,High,1
636,27,44,627,1118,51,0,1,679,130194.69,1,3,44,33,True,1383,994562.14,1677,2,4,0,False,329,3.7528567,7.752856731414795,Medium,0
1152,57,40,952,1528,319,1,0,396,174115.69,0,3,40,26,True,186,188394.41,1443,2,7,2,True,85,6.773178,13.773178100585938,High,0
457,23,15,1851,311,217,0,1,505,79476.28,0,1,15,17,True,1910,1046706.93,1308,0,3,2,False,329,2.4437523,5.443752288818359,Medium,1
1461,26,9,1460,925,427,1,0,280,106605.77,0,5,9,49,True,1170,1014151.5,265,0,6,2,True,232,4.6704063,10.670406341552734,High,1
731,54,47,653,1556,292,0,1,425,16692.82,2,5,47,24,True,871,1959566.94,115,2,6,2,False,329,5.3716044,11.371604442596436,High,1
1261,50,49,259,17,267,1,0,452,41950.59,2,2,49,43,True,569,628768.79,1950,2,1,2,True,147,5.0468655,6.046865463256836,Medium,0
123,45,40,1800,491,621,0,1,72,22588.64,0,4,40,44,True,77,1302330.06,977,1,0,1,False,329,12.744275,12.744275093078612,High,1
1607,44,27,1957,556,663,0,1,27,135235.51,0,1,27,28,True,721,334347.31,381,0,7,1,False,329,2.6888595,9.688859462738035,Medium,0
1770,20,7,871,1290,342,0,1,371,42528.88,0,4,7,38,True,1118,118281.87,881,2,1,2,False,329,4.004768,5.004767894744873,Medium,0
948,44,42,656,875,200,0,1,523,89411.11,2,2,42,13,True,1774,36098.38,1422,1,9,1,False,329,11.653944,20.65394401550293,High,0
954,36,16,1466,90,565,1,0,132,196359.74,1,3,16,8,True,1728,1407401.59,480,0,3,2,True,234,5.570373,8.570373058319092,Medium,1
58,50,22,750,1433,469,0,1,234,119671.5,0,2,22,28,True,589,1754491.19,1886,1,8,0,False,329,3.2451372,11.245137214660645,High,1
1143,58,40,606,1250,463,0,1,241,106263.3,1,1,40,37,True,930,1711406.62,1426,2,4,2,False,329,4.6511655,8.65116548538208,Medium,1
1592,50,23,704,1876,108,0,1,620,6529.14,1,1,23,24,True,1091,860911.78,614,1,8,0,False,329,3.1868887,11.186888694763184,High,0
1374,39,22,1399,1664,472,0,1,231,118339.43,1,1,22,23,True,1224,975385.37,481,1,1,0,False,329,4.613048,5.613048076629639,Medium,0
488,58,28,1643,1007,342,0,1,371,14186.44,0,2,28,48,True,1244,477789.44,594,1,0,2,False,329,3.8858843,3.885884284973145,Low,0
570,52,9,61,1824,192,0,1,531,41398.52,1,0,9,29,True,704,1666650.81,873,0,9,2,False,329,3.97349,12.973489999771118,High,1
760,59,2,1319,22,241,1,0,478,79403.01,0,1,2,15,True,82,1759737.37,444,2,8,2,True,121,7.532485,15.532485008239746,High,1
308,36,23,1462,197,609,1,0,85,33040.79,1,3,23,21,True,911,1647598.39,1848,2,9,2,True,292,2.901392,11.901391983032228,High,1
740,62,13,1301,343,377,1,0,332,51338.85,2,0,13,12,True,1229,837953.69,135,0,0,0,True,245,8.76642,8.766420364379883,Medium,0
554,58,37,586,1776,224,0,1,498,135733.99,0,1,37,14,True,1042,277828.77,1275,0,8,1,False,329,3.2287288,11.228728771209717,High,0
641,23,18,574,1770,334,1,0,379,13288.77,1,0,18,19,True,1536,1065032.15,1833,2,0,2,True,307,5.3657117,5.365711688995361,Medium,1
939,48,33,485,1216,600,0,1,94,77478.52,1,0,33,42,True,507,612696.37,973,1,1,1,False,329,4.088902,5.088901996612549,Medium,0
661,32,37,514,1593,553,0,1,145,177930.41,0,1,37,35,True,1444,1376841.2,587,2,1,2,False,329,6.126234,7.12623405456543,Medium,1
0,21,46,1616,1374,275,1,0,444,189328.89,0,2,46,42,True,1254,143516.61,892,1,0,0,True,77,4.4971266,4.497126579284668,Low,0
1310,25,35,1269,886,0,0,1,731,197607.19,1,1,35,36,True,1849,1954906.49,226,2,3,1,False,329,12.610057,15.61005687713623,High,1
1535,60,40,1921,1261,457,0,1,247,4670.42,1,2,40,14,True,1027,749669.66,750,2,6,0,False,329,3.9242315,9.92423152923584,Medium,0
1231,26,20,185,182,255,0,1,464,192227.1,1,2,20,16,True,8,1064561.84,75,0,5,1,False,329,5.200048,10.200047969818115,High,1
188,20,32,1096,890,606,0,1,88,38924.77,0,1,32,5,True,1034,1661393.95,451,2,0,1,False,329,6.76784,6.7678399085998535,Medium,1
1341,30,0,560,390,442,0,1,263,80355.76,3,1,0,16,True,1126,296053.5,540,0,0,0,False,329,3.874002,3.874001979827881,Low,0
737,44,45,1273,947,250,1,0,469,106677.33,1,1,45,29,True,204,1361543.71,1745,0,9,0,True,44,5.2190943,14.219094276428224,High,1
178,36,34,1003,650,211,0,1,512,150924.24,1,3,34,0,True,397,1022599.8,289,0,2,2,False,329,1.7723296,3.772329568862915,Low,1
1210,31,43,1892,1501,504,0,1,198,120423.4,2,1,43,20,True,1771,1280432.6,1375,0,7,1,False,329,7.1403437,14.14034366607666,High,1
1088,22,4,233,464,346,1,0,366,3823.22,1,2,4,33,True,745,1288976.11,907,1,8,1,True,180,7.432654,15.432653903961182,High,1
830,47,10,544,1238,210,1,0,513,135364.26,1,0,10,29,True,720,683630.63,1271,0,0,2,True,80,4.902997,4.902997016906738,Low,0
1635,26,45,117,1411,25,1,0,706,122720.82,0,1,45,34,True,678,1374843.99,1072,2,5,1,True,219,6.065496,11.06549596786499,High,1
1605,31,3,317,478,458,1,0,246,14463.3,2,0,3,42,True,1291,1684164.67,344,1,1,0,True,149,8.447779,9.447778701782228,Medium,1
517,51,34,660,1228,253,1,0,466,81020.54,1,1,34,28,True,901,438626.0,1695,0,4,2,True,174,5.3129683,9.312968254089355,Medium,0
1513,42,32,1971,710,315,0,1,400,89869.95,1,0,32,23,True,0,1052604.29,1525,1,3,1,False,329,4.4047303,7.404730319976807,Medium,1
1393,21,48,689,426,540,0,1,159,99339.08,0,0,48,0,True,1568,1443470.93,1903,0,0,2,False,329,2.8148286,2.814828634262085,Low,1
